id	chr	start	end	tss
FDXACB1	11	111744780	111751967	111751967
FDXR	17	72858619	72869156	72869156
FECH	18	55215515	55254004	55254004
FEM1A	19	4791728	4795571	4791728
FEM1B	15	68570141	68588203	68570141
FEM1C	5	114856608	114880591	114880591
FEN1	11	61560109	61564716	61560109
FER	5	108083523	108532542	108083523
FER1L6	8	124864227	125132302	124864227
FERD3L	7	19184405	19185044	19185044
FERMT1	20	6055492	6104191	6104191
FERMT2	14	53323986	53419153	53419153
FERMT3	11	63974150	63991354	63974150
FES	15	91426925	91439006	91426925
FETUB	3	186353758	186370930	186353758
FEV	2	219845809	219850379	219850379
FEZ1	11	125315646	125366213	125366206
FEZ2	2	36778570	36873230	36873230
FEZF1	7	121941448	121950745	121950745
FEZF2	3	62355356	62359999	62359999
FFAR1	19	35842445	35843367	35842445
FFAR2	19	35934809	35942669	35934809
FFAR3	19	35849362	35851387	35849362
FFAR4	10	95326422	95364237	95326422
FGA	4	155504278	155511918	155511918
FGB	4	155484108	155492238	155484108
FGD1	X	54471887	54522599	54522599
FGD2	6	36973422	36996846	36973423
FGD3	9	95709733	95798518	95709733
FGD4	12	32552463	32798984	32552463
FGD5	3	14860469	14975895	14860469
FGD6	12	95470525	95611258	95611258
FGF1	5	141971743	142077617	142077617
FGF10	5	44303646	44389808	44389808
FGF11	17	7341592	7348256	7341592
FGF12	3	191857184	192485553	192485553
FGF13	X	137713735	138304939	138304939
FGF14	13	102372134	103054124	103054124
FGF16	X	76709648	76712769	76709648
FGF17	8	21899909	21906320	21899909
FGF18	5	170846660	170884627	170846660
FGF19	11	69513000	69519410	69519410
FGF2	4	123747863	123819391	123747863
FGF20	8	16849678	16859690	16859690
FGF21	19	49258816	49261587	49258816
FGF22	19	639879	643703	639895
FGF23	12	4477393	4488894	4488894
FGF3	11	69624992	69633792	69633792
FGF4	11	69587797	69590171	69590171
FGF5	4	81187753	81257834	81187753
FGF6	12	4537321	4554780	4554780
FGF7	15	49715293	49780972	49715293
FGF8	10	103529899	103535854	103535854
FGF9	13	22245522	22278637	22245522
FGFBP1	4	15937192	15940363	15940363
FGFBP2	4	15961866	15970932	15970932
FGFBP3	10	93666346	93669240	93669240
FGFR1	8	38268656	38326352	38326352
FGFR1OP	6	167412670	167466201	167412670
FGFR1OP2	12	27091316	27119583	27091316
FGFR2	10	123237848	123357972	123357972
FGFR3	4	1795034	1810599	1795034
FGFR4	5	176513887	176525145	176513887
FGFRL1	4	1003724	1020685	1003724
FGG	4	155525286	155534119	155534119
FGGY	1	59762310	60233347	59762310
FGL1	8	17721889	17767874	17767874
FGL2	7	76822688	76829143	76829143
FGR	1	27938575	27961788	27961788
FH	1	241660903	241683061	241683061
FHAD1	1	15573768	15726779	15573768
FHDC1	4	153857504	153900848	153857504
FHIT	3	59735036	61237133	61237133
FHL1	X	135229559	135293518	135229559
FHL2	2	105974169	106054970	106054970
FHL3	1	38462442	38471278	38471278
FHL5	6	97010424	97064512	97010424
FHOD1	16	67263290	67281561	67281561
FHOD3	18	33877677	34360018	33877677
FIBCD1	9	133777825	133814673	133814673
FIBIN	11	27015628	27018630	27015628
FIBP	11	65651212	65656010	65656010
FICD	12	108908962	108919614	108908962
FIG4	6	110012499	110146631	110012499
FIGF	X	15363713	15402498	15402498
FIGLA	2	71004442	71017775	71017775
FIGN	2	164449906	164592522	164592522
FIGNL1	7	50511831	50518088	50518088
FILIP1	6	76001575	76203454	76203454
FILIP1L	3	99548985	99833357	99833357
FIP1L1	4	54243810	55161439	54243810
FIS1	7	100882739	100895597	100895597
FITM1	14	24600484	24602058	24600484
FITM2	20	42931478	42939809	42939809
FIZ1	19	56102746	56113336	56113336
FJX1	11	35639735	35642419	35639735
FKBP10	17	39968932	39979465	39968932
FKBP11	12	49315301	49320257	49319610
FKBP14	7	30050203	30066300	30066300
FKBP15	9	115923286	115983641	115983641
FKBP1A	20	1349622	1373806	1373806
FKBP1B	2	24272571	24286551	24272571
FKBP1C	6	63921351	63922929	63921351
FKBP2	11	64008475	64011604	64008476
FKBP3	14	45584803	45604522	45604522
FKBP4	12	2904119	2914576	2904119
FKBP5	6	35541362	35696360	35696360
FKBP6	7	72742167	72772634	72742167
FKBP7	2	179328391	179343327	179343327
FKBP8	19	18642561	18654887	18654887
FKBP9	7	32997017	33046543	32997017
FKBPL	6	32096484	32098068	32098068
FKRP	19	47249303	47280245	47249303
FKTN	9	108320411	108403399	108320411
FLAD1	1	154955814	154965587	154955814
FLCN	17	17115526	17140502	17140496
FLG	1	152274651	152297679	152297679
FLG2	1	152321211	152332482	152332482
FLI1	11	128556430	128683162	128556430
FLII	17	18148150	18162230	18162230
FLNA	X	153576892	153603006	153603006
FLNB	3	57994127	58157982	57994127
FLNC	7	128470431	128499328	128470431
FLOT1	6	30695486	30710510	30710510
FLOT2	17	27206353	27224697	27224697
FLRT1	11	63870660	63886645	63870660
FLRT2	14	85996488	86095034	85996488
FLRT3	20	14303634	14318262	14318262
FLT1	13	28874489	29069265	29069265
FLT3	13	28577411	28674729	28674729
FLT3LG	19	49977464	49989488	49977464
FLT4	5	180028506	180076624	180076624
FLVCR1	1	213031597	213072705	213031597
FLVCR2	14	76044960	76129557	76044960
FLYWCH1	16	2961938	3001209	2961938
FLYWCH2	16	2933187	2949383	2933187
FMN1	15	33057747	33486897	33486897
FMN2	1	240177648	240638489	240177648
FMNL1	17	43298811	43324687	43298811
FMNL2	2	153191751	153506348	153191751
FMNL3	12	50031724	50101948	50101948
FMO1	1	171217638	171255117	171217638
FMO2	1	171154347	171181822	171154347
FMO3	1	171060018	171086959	171060018
FMO4	1	171283347	171311223	171283347
FMO5	1	146646930	146714700	146714700
FMO6P	1	171106879	171130707	171106879
FMOD	1	203309756	203320617	203320617
FMR1	X	146993469	147032645	146993469
FMR1NB	X	147062849	147108187	147062849
FN1	2	216225163	216300895	216300895
FN3K	17	80693451	80709073	80693451
FN3KRP	17	80674559	80688204	80674559
FNBP1	9	132649466	132805473	132805473
FNBP1L	1	93913688	94020218	93913688
FNBP4	11	47738072	47788995	47788995
FNDC1	6	159590429	159693141	159590429
FNDC3A	13	49550048	49783915	49550048
FNDC3B	3	171757418	172119455	171757418
FNDC4	2	27714750	27718112	27718112
FNDC5	1	33327869	33338083	33338083
FNDC7	1	109255279	109285365	109255279
FNDC8	17	33448598	33457751	33448598
FNDC9	5	156768608	156772729	156772729
FNIP1	5	130977407	131132710	131132710
FNIP2	4	159690290	159829201	159690290
FNTA	8	42889337	42940931	42889337
FNTB	14	65381203	65529368	65381203
FOCAD	9	20658308	20995954	20658308
FOLH1	11	49168187	49230222	49230222
FOLR1	11	71900602	71907345	71900602
FOLR2	11	71927645	71932994	71927645
FOLR3	11	71825915	71850936	71825915
FOLR4	11	94038759	94040887	94038759
FOPNL	16	15959577	15982482	15982482
FOS	14	75745477	75748933	75745477
FOSB	19	45971253	45978437	45971253
FOSL1	11	65659520	65668044	65668044
FOSL2	2	28615315	28640179	28615315
FOXA1	14	38059189	38069245	38069245
FOXA2	20	22561643	22566093	22566093
FOXA3	19	46367247	46377055	46367247
FOXB1	15	60296421	60353929	60296421
FOXB2	9	79634571	79635869	79634571
FOXC1	6	1610681	1614127	1610681
FOXC2	16	86600857	86602539	86600857
FOXD1	5	72740654	72744352	72744352
FOXD2	1	47901689	47906363	47901689
FOXD3	1	63788730	63790797	63788730
FOXD4	9	116237	118417	118417
FOXD4L1	2	114256661	114258728	114256661
FOXD4L2	9	42717234	42720342	42717234
FOXD4L3	9	70917276	70920000	70917276
FOXD4L4	9	70426623	70429731	70429731
FOXD4L5	9	70175707	70178815	70178815
FOXD4L6	9	69199480	69202204	69202204
FOXE1	9	100615536	100618986	100615536
FOXE3	1	47881744	47883723	47881744
FOXF1	16	86544133	86548076	86544133
FOXF2	6	1390069	1395832	1390069
FOXG1	14	29235050	29238870	29235050
FOXH1	8	145698795	145701718	145701718
FOXI1	5	169532901	169536727	169532901
FOXI2	10	129535499	129539450	129535499
FOXJ1	17	74132414	74137380	74137380
FOXJ2	12	8185299	8208099	8185299
FOXJ3	1	42642210	42801548	42801548
FOXK1	7	4683388	4811074	4683388
FOXK2	17	80477589	80602538	80477589
FOXL1	16	86609974	86615303	86609974
FOXL2	3	138663066	138665982	138665982
FOXM1	12	2966847	2986206	2986206
FOXN1	17	26833261	26865914	26833261
FOXN2	2	48541776	48606433	48541776
FOXN3	14	89591215	90085493	90085493
FOXN4	12	109715784	109747025	109747025
FOXO1	13	41129804	41240734	41240734
FOXO3	6	108881038	109005977	108881038
FOXO4	X	70316047	70323385	70316047
FOXO6	1	41827594	41849262	41827594
FOXP1	3	71003844	71633140	71633140
FOXP2	7	113726382	114333827	113726382
FOXP3	X	49106897	49121288	49121288
FOXP4	6	41514164	41570122	41514164
FOXQ1	6	1312675	1314992	1312675
FOXR1	11	118842417	118852001	118842417
FOXR2	X	55649833	55652621	55649833
FOXRED1	11	126138950	126148026	126138950
FOXRED2	22	36883237	36903148	36903148
FOXS1	20	30432103	30433420	30433420
FPGS	9	130556876	130576606	130556876
FPGT	1	74663896	74699770	74663896
FPGT-TNNI3K	1	74663919	75009666	74663919
FPR1	19	52248425	52307363	52307363
FPR2	19	52255279	52273779	52255279
FPR3	19	52298416	52329442	52298416
FRA10AC1	10	95427640	95462329	95462329
FRAS1	4	78978724	79465423	78978724
FRAT1	10	99079022	99081672	99079022
FRAT2	10	99092255	99094458	99094458
FREM1	9	14734664	14910993	14910993
FREM2	13	39261266	39460074	39261266
FREM3	4	144498455	144621828	144621828
FRG1	4	190861943	190884359	190861943
FRG1B	20	29611857	29634010	29611857
FRG2	4	190945506	190948412	190948412
FRG2B	10	135437399	135440299	135440299
FRG2C	3	75713481	75716371	75713481
FRK	6	116252312	116381921	116381921
FRMD1	6	168456425	168482237	168482237
FRMD3	9	85857905	86153461	86153461
FRMD4A	10	13685706	14504141	14504141
FRMD4B	3	69219141	69591734	69591734
FRMD5	15	44162962	44487450	44487450
FRMD6	14	51955818	52197445	51955818
FRMD7	X	131211021	131262048	131262048
FRMD8	11	65154070	65180996	65154070
FRMPD1	9	37650997	37746901	37650997
FRMPD2	10	49364601	49482941	49482941
FRMPD3	X	106765680	106848481	106765680
FRMPD4	X	12156585	12742642	12156585
FRRS1	1	100174259	100232187	100231349
FRRS1L	9	111892573	111929571	111929571
FRS2	12	69864129	69973562	69864129
FRS3	6	41737914	41754280	41754280
FRY	13	32605437	32870794	32605437
FRYL	4	48499378	48782339	48782339
FRZB	2	183698002	183731890	183731890
FSBP	8	95390605	95449180	95449180
FSCB	14	44973545	44976482	44976482
FSCN1	7	5632439	5646286	5632439
FSCN2	17	79495422	79504156	79495422
FSCN3	7	127231463	127242198	127231463
FSD1	19	4304597	4323840	4304597
FSD1L	9	108210077	108314714	108210077
FSD2	15	83424114	83474822	83474822
FSHB	11	30252563	30256808	30252563
FSHR	2	49189296	49381676	49381676
FSIP1	15	39892232	40075031	40075031
FSIP2	2	186603355	186698017	186603355
FST	5	52776239	52782964	52776239
FSTL1	3	120111140	120170100	120170100
FSTL3	19	676392	683385	676392
FSTL4	5	132532147	132948255	132948255
FSTL5	4	162305049	163085187	163085187
FTCD	21	47556176	47575481	47575481
FTCDNL1	2	200625267	200715896	200715896
FTH1	11	61727190	61735132	61735132
FTHL17	X	31089360	31090170	31090170
FTL	19	49468558	49470135	49468558
FTMT	5	121187650	121188519	121187650
FTO	16	53737875	54155853	53737875
FTSJ1	X	48334541	48344752	48334541
FTSJ2	7	2273866	2281840	2281840
FTSJ3	17	61896793	61907372	61907372
FUBP1	1	78409740	78444794	78444794
FUBP3	9	133454352	133513739	133454352
FUCA1	1	24171567	24194784	24194784
FUCA2	6	143815948	143832827	143832827
FUK	16	70488324	70514177	70488324
FUNDC1	X	44382885	44402247	44402247
FUNDC2	X	154254255	154288578	154254255
FUOM	10	135168658	135171529	135171529
FURIN	15	91411822	91426688	91411822
FUS	16	31191431	31203127	31191431
FUT1	19	49251268	49258647	49258647
FUT10	8	33228342	33330940	33330940
FUT11	10	75532049	75540009	75532049
FUT2	19	49199228	49209207	49199228
FUT3	19	5842899	5851485	5851485
FUT4	11	94277017	94283063	94277017
FUT5	19	5865837	5903798	5903798
FUT6	19	5830621	5839742	5839742
FUT7	9	139924626	139927462	139927462
FUT8	14	65877310	66210839	65877310
FUT9	6	96463860	96663488	96463860
FUZ	19	50310126	50320633	50320633
FXN	9	71650175	71715094	71650175
FXR1	3	180585929	180700541	180585929
FXR2	17	7494548	7518189	7518189
FXYD1	19	35629712	35634013	35629712
FXYD2	11	117671559	117699413	117699413
FXYD3	19	35606732	35615228	35606732
FXYD4	10	43867090	43871783	43867090
FXYD5	19	35645633	35660786	35645633
FXYD6	11	117707693	117748201	117748201
FXYD6-FXYD2	11	117690878	117747382	117747382
FXYD7	19	35634154	35645204	35634154
FYB	5	39105338	39274630	39274630
FYCO1	3	45959396	46037316	46037307
FYN	6	111981535	112194655	112194655
FYTTD1	3	197464050	197514467	197464050
FZD1	7	90893783	90898123	90893783
FZD10	12	130647004	130650285	130647004
FZD2	17	42634925	42636907	42634925
FZD3	8	28351729	28431775	28351729
FZD4	11	86656721	86666433	86666433
FZD5	2	208627310	208634287	208634287
FZD6	8	104310661	104345094	104310661
FZD7	2	202899310	202903160	202899310
FZD8	10	35927177	35930362	35930362
FZD9	7	72848109	72850450	72848109
FZR1	19	3506271	3538328	3506271
G0S2	1	209848765	209849733	209848765
G2E3	14	31028329	31089269	31028329
G3BP1	5	151150606	151192346	151150606
G3BP2	4	76567966	76649709	76649709
G6PC	17	41052814	41065386	41052814
G6PC2	2	169757750	169766505	169757750
G6PC3	17	42148103	42153709	42148103
G6PD	X	153759606	153775787	153775787
GAA	17	78075355	78093678	78075355
GAB1	4	144257915	144395721	144257915
GAB2	11	77926343	78129394	78129394
GAB3	X	153903529	153979858	153979858
GAB4	22	17442826	17489112	17489112
GABARAP	17	7143333	7146089	7146089
GABARAPL1	12	10365057	10375727	10365057
GABARAPL2	16	75600249	75611779	75600249
GABARAPL3	15	90890819	90892669	90892669
GABBR1	6	29523406	29601753	29601753
GABBR2	9	101050391	101471479	101471479
GABPA	21	27106881	27144771	27106881
GABPB1	15	50569389	50647605	50647605
GABPB2	1	151043054	151098018	151043054
GABRA1	5	161274197	161326975	161274197
GABRA2	4	46250444	46477247	46477247
GABRA3	X	151334706	151619830	151619830
GABRA4	4	46920917	46996424	46996424
GABRA5	15	27111510	27194354	27111510
GABRA6	5	160974069	161129599	160974069
GABRB1	4	46995740	47428461	46995740
GABRB2	5	160715436	160976050	160976050
GABRB3	15	26788693	27184686	27184686
GABRD	1	1950780	1962192	1950780
GABRE	X	151121596	151143152	151143152
GABRG1	4	46037786	46126098	46126098
GABRG2	5	161494546	161582542	161494546
GABRG3	15	27216429	27778373	27216429
GABRP	5	170190354	170241051	170190354
GABRQ	X	151806637	151825999	151806637
GABRR1	6	89887220	89940997	89940997
GABRR2	6	89966927	90025018	90025018
GAD1	2	171669723	171717661	171669723
GAD2	10	26505236	26593487	26505236
GADD45A	1	68150744	68154021	68150744
GADD45B	19	2476120	2478257	2476125
GADD45G	9	92219928	92221470	92219928
GADD45GIP1	19	13064972	13068050	13068050
GADL1	3	30767692	30936257	30936257
GAGE1	X	49363628	49373139	49363628
GAGE10	X	49160148	49176323	49160148
GAGE12B	X	49294472	49294588	49294472
GAGE12C	X	49296814	49304141	49296814
GAGE12D	X	49306370	49313697	49306370
GAGE12E	X	49315936	49323252	49315936
GAGE12F	X	49325479	49332808	49325479
GAGE12G	X	49335037	49342357	49335037
GAGE12H	X	49344586	49351904	49344586
GAGE12I	X	49216659	49223943	49216659
GAGE12J	X	49178536	49185863	49178536
GAGE13	X	49188094	49195366	49188094
GAGE2A	X	49354132	49361430	49354132
GAGE2B	X	49235708	49242997	49235708
GAGE2C	X	49226182	49233481	49226182
GAGE2D	X	49207160	49214420	49207160
GAGE2E	X	49197607	49204923	49197607
GAK	4	843064	926161	926161
GAL	11	68451247	68458643	68451247
GAL3ST1	22	30950622	30970574	30970574
GAL3ST2	2	242716240	242743623	242716240
GAL3ST3	11	65809423	65816651	65816651
GAL3ST4	7	99756867	99766373	99766373
GALC	14	88304164	88460009	88460009
GALE	1	24122089	24127271	24127271
GALK1	17	73747675	73761792	73761792
GALK2	15	49447853	49660066	49447853
GALM	2	38893052	38968379	38893052
GALNS	16	88880142	88923378	88923378
GALNT1	18	33161081	33291798	33161081
GALNT10	5	153570290	153800544	153570290
GALNT11	7	151722759	151819425	151722759
GALNT12	9	101569981	101612363	101569981
GALNT13	2	154728426	155310361	154728426
GALNT14	2	31133333	31378068	31378068
GALNT15	3	16216156	16273499	16216156
GALNT16	14	69725994	69821183	69725994
GALNT18	11	11292423	11643552	11643552
GALNT2	1	230193536	230417870	230193536
GALNT3	2	166604101	166651192	166651192
GALNT4	12	89913185	89920039	89920039
GALNT5	2	158114110	158170723	158114110
GALNT6	12	51745031	51786651	51786651
GALNT7	4	174089904	174245118	174089904
GALNT8	12	4829507	4960277	4829507
GALNT9	12	132680924	132905935	132905789
GALNTL5	7	151653464	151717019	151653464
GALNTL6	4	172733405	173962710	172733405
GALP	19	56687389	56697144	56687389
GALR1	18	74962505	74980858	74962505
GALR2	17	74070875	74073622	74070875
GALR3	22	38219389	38221502	38219389
GALT	9	34638130	34651032	34646633
GAMT	19	1397091	1401569	1401569
GAN	16	81348557	81424489	81348557
GANAB	11	62392298	62414104	62414104
GANC	15	42565431	42645864	42565431
GAP43	3	115342171	115440337	115342171
GAPDH	12	6643093	6647537	6643093
GAPDHS	19	36024314	36036218	36024314
GAPT	5	57787262	57792917	57787262
GAPVD1	9	128024073	128129486	128024073
GAR1	4	110736666	110745893	110736666
GAREM	18	29704840	30050447	30050447
GAREML	2	26395960	26412532	26395960
GARNL3	9	129986544	130155939	129986544
GARS	7	30634297	30673649	30634297
GART	21	34876238	34915797	34915797
GAS1	9	89559279	89562104	89562104
GAS2	11	22647188	22834601	22647188
GAS2L1	22	29702572	29708774	29702572
GAS2L2	17	34071530	34079897	34079897
GAS2L3	12	100967461	101022064	100967461
GAS6	13	114523522	114567046	114567046
GAS7	17	9813926	10101868	10101868
GAS8	16	90086037	90111383	90086037
GAST	17	39868578	39872221	39868578
GATA1	X	48644962	48652716	48644962
GATA2	3	128198270	128212028	128212028
GATA3	10	8095567	8117161	8095567
GATA4	8	11534468	11617511	11534468
GATA5	20	61038553	61051026	61051026
GATA6	18	19749404	19782491	19749404
GATAD1	7	92076767	92088150	92076767
GATAD2A	19	19496635	19619740	19496635
GATAD2B	1	153777201	153895451	153895451
GATC	12	120884241	120899389	120884241
GATM	15	45653322	45694525	45694525
GATS	7	99798283	99869855	99869855
GATSL1	7	74379083	74438803	74379083
GATSL2	7	74807499	74867509	74867509
GATSL3	22	30681106	30685616	30685616
GBA	1	155204243	155214490	155214490
GBA2	9	35736863	35749983	35749983
GBAS	7	56019486	56067874	56019486
GBE1	3	81538850	81811312	81811312
GBF1	10	104005289	104142656	104005289
GBGT1	9	136028340	136039332	136039332
GBP1	1	89518002	89531043	89531043
GBP2	1	89571815	89616139	89616139
GBP3	1	89472349	89488577	89488577
GBP4	1	89646831	89664615	89664615
GBP5	1	89724633	89738544	89738544
GBP6	1	89829617	89852020	89829617
GBP7	1	89597434	89641723	89641723
GBX1	7	150845676	150871832	150871832
GBX2	2	237073879	237077012	237077012
GC	4	72607410	72669758	72669758
GCA	2	163175350	163228105	163175350
GCAT	22	38203912	38213183	38203912
GCC1	7	127220672	127233665	127233665
GCC2	2	109065017	109125871	109065017
GCDH	19	13001840	13025021	13001840
GCFC2	2	75879126	75938115	75938115
GCG	2	162999392	163008914	163008914
GCGR	17	79762008	79771889	79762010
GCH1	14	55308726	55369570	55369570
GCHFR	15	41056218	41059906	41056218
GCK	7	44183872	44237769	44237769
GCKR	2	27719709	27746554	27719709
GCLC	6	53362139	53481768	53481768
GCLM	1	94350761	94374966	94374966
GCM1	6	52991762	53013627	53013627
GCM2	6	10873456	10882174	10882174
GCN1L1	12	120565007	120632513	120632513
GCNT1	9	79034752	79122332	79034752
GCNT2	6	10492456	10629601	10492456
GCNT3	15	59887074	59932438	59887074
GCNT4	5	74323289	74326724	74326724
GCNT6	6	10633993	10647501	10633993
GCNT7	20	55066548	55100981	55100981
GCOM1	15	57884106	58006943	57884106
GCSAM	3	111839688	111852152	111852152
GCSAML	1	247670360	247740992	247670360
GCSH	16	81115566	81130008	81130008
GDA	9	74729511	74872109	74729511
GDAP1	8	75233365	75401107	75233365
GDAP1L1	20	42875887	42909013	42875887
GDAP2	1	118406107	118472253	118472253
GDE1	16	19513015	19533467	19533467
GDF1	19	18979361	19006905	19006905
GDF10	10	48425815	48438976	48438976
GDF11	12	56137064	56150911	56137064
GDF15	19	18485541	18499986	18485541
GDF2	10	48413092	48416853	48416853
GDF3	12	7842378	7848372	7848372
GDF5	20	34021145	34042568	34042568
GDF5OS	20	34020827	34023248	34020827
GDF6	8	97154562	97173020	97173020
GDF7	2	20866424	20873418	20866424
GDF9	5	132196873	132202576	132202576
GDI1	X	153665266	153671814	153665266
GDI2	10	5807186	5884095	5884095
GDNF	5	37812779	37839788	37839788
GDPD1	17	57297828	57353328	57297828
GDPD2	X	69642881	69653240	69642881
GDPD3	16	30116131	30125177	30125177
GDPD4	11	76927603	77012732	77012694
GDPD5	11	75145685	75236948	75236948
GDPGP1	15	90777040	90785315	90777040
GEM	8	95261481	95274578	95274578
GEMIN2	14	39583427	39606177	39583427
GEMIN4	17	647654	657239	657239
GEMIN5	5	154266976	154317769	154317769
GEMIN6	2	38978676	39012142	38978676
GEMIN7	19	45582453	45594782	45582453
GEMIN8	X	14026398	14048012	14048012
GEN1	2	17935125	17966632	17935125
GET4	7	916189	936073	916189
GFAP	17	42982376	42994305	42994305
GFER	16	2034208	2037750	2034208
GFI1	1	92940319	92952433	92952433
GFI1B	9	135820932	135867083	135820932
GFM1	3	158362067	158410364	158362067
GFM2	5	74017029	74063196	74063196
GFOD1	6	13358062	13487894	13487894
GFOD2	16	67708434	67753324	67753324
GFPT1	2	69546905	69614382	69614382
GFPT2	5	179727690	179780387	179780387
GFRA1	10	117816444	118032979	118032979
GFRA2	8	21547915	21669869	21669869
GFRA3	5	137588068	137610360	137610360
GFRA4	20	3639939	3644046	3644046
GFRAL	6	55192267	55267291	55192267
GFY	19	49927006	49932075	49927006
GGA1	22	38004481	38029571	38004481
GGA2	16	23474863	23533316	23533316
GGA3	17	73232694	73258444	73258444
GGACT	13	101183810	101241782	101241782
GGCT	7	30536237	30591095	30591095
GGCX	2	85771846	85788670	85788670
GGH	8	63927638	63951730	63951730
GGN	19	38874905	38878722	38878722
GGNBP1	6	33551515	33556803	33551515
GGNBP2	17	34900737	34946278	34900737
GGPS1	1	235490665	235507847	235490665
GGT1	22	24979718	25024972	24979718
GGT2	22	21562262	21581926	21581926
GGT5	22	24615622	24641110	24641110
GGT6	17	4460222	4464113	4464113
GGT7	20	33432523	33460663	33460663
GGTLC1	20	23965690	23969416	23969416
GGTLC2	22	22988780	22990368	22988816
GGTLC3	22	20366206	20368028	20368028
GH1	17	61994560	61996179	61996179
GH2	17	61957578	61959295	61959295
GHDC	17	40340817	40346531	40346531
GHITM	10	85899196	85913001	85899196
GHR	5	42423879	42721979	42423879
GHRH	20	35879489	35890238	35890238
GHRHR	7	30978284	31032869	30978284
GHRL	3	10327359	10334631	10334631
GHSR	3	172162923	172166246	172166246
GID4	17	17942606	17971718	17942606
GID8	20	61569471	61576996	61569471
GIF	11	59596741	59612974	59612974
GIGYF1	7	100277130	100287071	100287071
GIGYF2	2	233562009	233725285	233562009
GIMAP1	7	150413645	150421372	150413645
GIMAP2	7	150382785	150390729	150382788
GIMAP4	7	150264365	150271041	150264365
GIMAP5	7	150419341	150447121	150419341
GIMAP6	7	150322463	150329473	150329473
GIMAP7	7	150211918	150218161	150211918
GIMAP8	7	150147718	150176480	150147718
GIN1	5	102421704	102455855	102455855
GINM1	6	149887430	149912884	149887430
GINS1	20	25388363	25433264	25388363
GINS2	16	85709804	85723679	85723679
GINS3	16	58328984	58440048	58328984
GINS4	8	41386725	41402565	41386725
GIP	17	47035916	47045958	47045958
GIPC1	19	14588572	14606944	14606944
GIPC2	1	78445226	78604133	78445226
GIPC3	19	3585551	3593539	3585551
GIPR	19	46171502	46186982	46171502
GIT1	17	27900487	27921072	27921072
GIT2	12	110367607	110434194	110434194
GJA1	6	121756838	121770873	121756838
GJA10	6	90604188	90605839	90604188
GJA3	13	20712394	20735188	20735188
GJA4	1	35258599	35261348	35258599
GJA5	1	147228332	147245484	147245484
GJA8	1	147374946	147381393	147374946
GJA9	1	39330175	39347289	39347289
GJB1	X	70435044	70445366	70435044
GJB2	13	20761609	20767037	20767037
GJB3	1	35246790	35251970	35246790
GJB4	1	35225342	35229325	35225342
GJB5	1	35220648	35224113	35220648
GJB6	13	20796110	20806534	20806534
GJB7	6	87992696	88038996	88038996
GJC1	17	42875816	42908184	42908184
GJC2	1	228337553	228347527	228337553
GJC3	7	99520892	99527243	99527243
GJD2	15	35043233	35047166	35047166
GJD3	17	38517235	38520067	38520067
GJD4	10	35894338	35897863	35894338
GJE1	6	142454227	142456288	142454227
GK	X	30671476	30748725	30671476
GK2	4	80327508	80329372	80329372
GK5	3	141882414	141944449	141944449
GKAP1	9	86354336	86444431	86444431
GKN1	2	69201705	69208106	69201705
GKN2	2	69172364	69180102	69180102
GLA	X	100652791	100662913	100662913
GLB1	3	33038100	33138722	33138722
GLB1L	2	220101328	220110200	220110200
GLB1L2	11	134201768	134248235	134201768
GLB1L3	11	134144139	134189458	134144139
GLCCI1	7	8008425	8133902	8008425
GLCE	15	69452923	69564556	69452923
GLDC	9	6532464	6645650	6645650
GLDN	15	51633826	51700210	51633826
GLE1	9	131266979	131304567	131266979
GLG1	16	74485856	74641012	74641012
GLI1	12	57853918	57866045	57853918
GLI2	2	121493199	121750229	121493199
GLI3	7	42000548	42277469	42276658
GLI4	8	144349603	144359101	144349603
GLIPR1	12	75874460	75897633	75874460
GLIPR1L1	12	75728419	75764340	75728419
GLIPR1L2	12	75784850	75826468	75784850
GLIPR2	9	36136732	36163910	36136732
GLIS1	1	53971910	54199877	54199877
GLIS2	16	4364762	4389598	4364762
GLIS3	9	3824127	4348392	4348392
GLMN	1	92711959	92764544	92764544
GLO1	6	38643701	38670917	38670917
GLOD4	17	660337	685581	685581
GLOD5	X	48620154	48632064	48620154
GLP1R	6	39016574	39055519	39016574
GLP2R	17	9725523	9795419	9725523
GLRA1	5	151202074	151304403	151304403
GLRA2	X	14547420	14749934	14547420
GLRA3	4	175558065	175750465	175750465
GLRA4	X	102962152	102983583	102983583
GLRB	4	157997209	158093242	157997209
GLRX	5	95087023	95158709	95158709
GLRX2	1	193065598	193075244	193075244
GLRX3	10	131934663	131982785	131934663
GLRX5	14	95999840	96011061	95999840
GLS	2	191745553	191830278	191745553
GLS2	12	56864736	56882198	56882198
GLT1D1	12	129337972	129469509	129337972
GLT6D1	9	138515502	138531386	138531386
GLT8D1	3	52728505	52740048	52740048
GLT8D2	12	104382762	104457961	104457961
GLTP	12	110288748	110318293	110318293
GLTPD1	1	1260136	1264277	1260136
GLTPD2	17	4692254	4693685	4692254
GLTSCR1	19	48111453	48206533	48111453
GLTSCR1L	6	42749765	42836298	42749765
GLTSCR2	19	48248779	48260315	48248779
GLUD1	10	88810243	88854623	88854623
GLUD2	X	120181462	120183794	120181462
GLUL	1	182350839	182361341	182361341
GLYAT	11	58407899	58499447	58499447
GLYATL1	11	58672871	58811000	58672871
GLYATL2	11	58601542	58671688	58671688
GLYATL3	6	49467671	49494760	49467671
GLYCTK	3	52321105	52329272	52321105
